UICCode,stationType,EVACode,code,cdCode,sporen,synoniemen,heeftFaciliteiten,heeftVertrektijden,heeftReisassistentie,land,lat,lng,radius,naderenRadius,ingangsDatum,namen.lang,namen.middel,namen.kort,nearbyMeLocationId.value,nearbyMeLocationId.type
8400301,FACULTATIEF_STATION,8400020,HRY,301,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",['It Hearrenfean IIsstadium'],True,False,True,NL,52.9352760314941,5.94388866424561,200,1200,2001-06-10,Heerenveen IJsstadion,IJsstadion,IJsstadion,HRY,stationV2
8400534,FACULTATIEF_STATION,8400015,RTST,534,"[{'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}]",[],True,False,True,NL,51.8938903808594,4.51972198486328,200,1200,2007-12-09,Rotterdam Stadion,R'dam Stadion,R'dam Sta,RTST,stationV2
8400058,MEGA_STATION,8400058,ASD,58,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '5'}, {'spoorNummer': '5a'}, {'spoorNummer': '5b'}, {'spoorNummer': '7'}, {'spoorNummer': '7a'}, {'spoorNummer': '7b'}, {'spoorNummer': '8'}, {'spoorNummer': '8a'}, {'spoorNummer': '8b'}, {'spoorNummer': '10'}, {'spoorNummer': '10a'}, {'spoorNummer': '10b'}, {'spoorNummer': '11'}, {'spoorNummer': '11a'}, {'spoorNummer': '11b'}, {'spoorNummer': '13'}, {'spoorNummer': '13a'}, {'spoorNummer': '13b'}, {'spoorNummer': '14'}, {'spoorNummer': '14a'}, {'spoorNummer': '14b'}, {'spoorNummer': '15'}, {'spoorNummer': '15a'}, {'spoorNummer': '15b'}]","['Amsterdam CS', 'Amsterdam']",True,True,True,NL,52.3788871765137,4.90027761459351,525,1200,2017-02-01,Amsterdam Centraal,Amsterdam C.,Amsterdm C,ASD,stationV2
8400282,MEGA_STATION,8400282,GVC,282,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}, {'spoorNummer': '7'}, {'spoorNummer': '8'}, {'spoorNummer': '9'}, {'spoorNummer': '10'}]","['Den Haag CS', 'Den Haag', ""'s-Gravenhage""]",True,True,True,NL,52.0802764892578,4.32499980926514,525,1600,2015-04-15,Den Haag Centraal,Den Haag C.,Den Haag C,GVC,stationV2
8400206,MEGA_STATION,8400206,EHV,206,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}]","['Eindhoven', 'Eindhoven CS']",True,True,True,NL,51.4433326721191,5.48138904571533,525,1200,2019-12-15,Eindhoven Centraal,Eindhoven C.,Eindhovn C,EHV,stationV2
8400530,MEGA_STATION,8400530,RTD,530,"[{'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '6'}, {'spoorNummer': '7'}, {'spoorNummer': '8'}, {'spoorNummer': '9'}, {'spoorNummer': '11'}, {'spoorNummer': '12'}, {'spoorNummer': '13'}, {'spoorNummer': '14'}, {'spoorNummer': '15'}, {'spoorNummer': '16'}]","['Rotterdam CS', 'Rotterdam']",True,True,True,NL,51.9249992370605,4.46888875961304,525,1000,2017-02-01,Rotterdam Centraal,Rotterdam C.,Rotterdm C,RTD,stationV2
8400561,MEGA_STATION,8400561,SHL,561,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}]",['Amsterdam Airport'],True,True,True,NL,52.3094444274902,4.76194429397583,2800,3200,2017-02-01,Schiphol Airport,Schiphol Airport,Schiphol,SHL,stationV2
8400621,MEGA_STATION,8400621,UT,621,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '7'}, {'spoorNummer': '8'}, {'spoorNummer': '9'}, {'spoorNummer': '11'}, {'spoorNummer': '12'}, {'spoorNummer': '14'}, {'spoorNummer': '15'}, {'spoorNummer': '18'}, {'spoorNummer': '19'}, {'spoorNummer': '20'}, {'spoorNummer': '21'}]","['Utrecht CS', 'Utrecht']",True,True,True,NL,52.0888900756836,5.11027765274048,525,1550,2022-01-06,Utrecht Centraal,Utrecht C.,Utrecht C,UT,stationV2
8400319,KNOOPPUNT_INTERCITY_STATION,8400319,HT,319,"[{'spoorNummer': '1'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '6'}, {'spoorNummer': '6a'}, {'spoorNummer': '6b'}, {'spoorNummer': '7'}, {'spoorNummer': '7a'}, {'spoorNummer': '7b'}]","['Den Bosch', ""Hertogenbosch ('s)""]",True,True,True,NL,51.69048,5.29362,525,1200,2015-03-18,'s-Hertogenbosch,'s-Hertogenbosch,Den Bosch,HT,stationV2
8400050,KNOOPPUNT_INTERCITY_STATION,8400050,AMR,50,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}]",[],True,True,True,NL,52.6377792358398,4.73972225189209,525,1200,2003-07-01,Alkmaar,Alkmaar,Alkmaar,AMR,stationV2
8400051,KNOOPPUNT_INTERCITY_STATION,8400051,AML,51,"[{'spoorNummer': '2'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '3b'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}]",[],True,True,True,NL,52.3580551147461,6.65388870239258,525,1200,2022-01-06,Almelo,Almelo,Almelo,AML,stationV2
8400080,KNOOPPUNT_INTERCITY_STATION,8400080,ALM,80,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",['Almere'],True,True,True,NL,52.37503,5.21764,525,1200,2011-05-01,Almere Centrum,Almere C.,Almere C,ALM,stationV2
8400053,KNOOPPUNT_INTERCITY_STATION,8400053,APN,53,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",['Alphen aan den Rijn'],True,True,True,NL,52.1244430541992,4.65777778625488,525,1200,2016-12-11,Alphen a/d Rijn,Alphen a/d Rijn,Alphen,APN,stationV2
8400055,KNOOPPUNT_INTERCITY_STATION,8400055,AMF,55,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '5'}, {'spoorNummer': '5a'}, {'spoorNummer': '5b'}, {'spoorNummer': '6'}, {'spoorNummer': '6a'}, {'spoorNummer': '6b'}, {'spoorNummer': '7'}]","['Amersfoort CS', 'Amersfoort']",True,True,True,NL,52.1538887023926,5.37055540084839,525,1200,2022-01-06,Amersfoort Centraal,Amersfoort C.,Amersfrt C,AMF,stationV2
8400059,KNOOPPUNT_INTERCITY_STATION,8400059,ASS,59,"[{'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}, {'spoorNummer': '7'}, {'spoorNummer': '8'}, {'spoorNummer': '9'}, {'spoorNummer': '10'}, {'spoorNummer': '11'}, {'spoorNummer': '12'}]",[],True,True,True,NL,52.3888893127441,4.83777761459351,525,1200,2015-03-18,Amsterdam Sloterdijk,Sloterdijk,Sloterdijk,ASS,stationV2
8400066,KNOOPPUNT_INTERCITY_STATION,8400066,APD,66,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.2091674804687,5.97027778625488,525,1200,2022-01-06,Apeldoorn,Apeldoorn,Apeldoorn,APD,stationV2
8400071,KNOOPPUNT_INTERCITY_STATION,8400071,AH,71,"[{'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '6'}, {'spoorNummer': '6a'}, {'spoorNummer': '6b'}, {'spoorNummer': '7'}, {'spoorNummer': '8'}, {'spoorNummer': '9'}, {'spoorNummer': '10'}, {'spoorNummer': '11'}]","['Arnhem', 'Arnhem CS']",True,True,True,NL,51.9850006103516,5.89916658401489,525,1200,2022-01-06,Arnhem Centraal,Arnhem C.,Arnhem C,AH,stationV2
8400073,KNOOPPUNT_INTERCITY_STATION,8400073,ASN,73,"[{'spoorNummer': '1'}, {'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '2'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '3'}]",[],True,True,True,NL,52.9916648864746,6.57083320617676,300,1600,1990-01-01,Assen,Assen,Assen,ASN,stationV2
8400131,KNOOPPUNT_INTERCITY_STATION,8400131,BD,131,"[{'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}, {'spoorNummer': '7'}, {'spoorNummer': '8'}]",[],True,True,True,NL,51.5955543518066,4.78000020980835,525,1200,2018-04-09,Breda,Breda,Breda,BD,stationV2
8400170,KNOOPPUNT_INTERCITY_STATION,8400170,DT,170,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.0066680908203,4.35638904571533,525,1200,2007-12-09,Delft,Delft,Delft,DT,stationV2
8400280,KNOOPPUNT_INTERCITY_STATION,8400280,GV,280,"[{'spoorNummer': '1'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}]","['Den Haag Hollands Spoor', 'Hollands Spoor']",True,True,True,NL,52.0697212219238,4.32250022888184,525,1600,2017-02-01,Den Haag HS,Den Haag HS,Dn Haag HS,GV,stationV2
8400173,KNOOPPUNT_INTERCITY_STATION,8400173,DV,173,"[{'spoorNummer': '1'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}]",[],True,True,True,NL,52.2574996948242,6.16055536270142,525,1200,2022-01-06,Deventer,Deventer,Deventer,DV,stationV2
8400180,KNOOPPUNT_INTERCITY_STATION,8400180,DDR,180,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '5'}, {'spoorNummer': '15'}, {'spoorNummer': '20'}]",[],True,True,True,NL,51.8072204589844,4.66833353042603,525,1200,2018-12-09,Dordrecht,Dordrecht,Dordrecht,DDR,stationV2
8400200,KNOOPPUNT_INTERCITY_STATION,8400200,ED,200,"[{'spoorNummer': '1'}, {'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}]",[],True,True,True,NL,52.0277786254883,5.67305564880371,525,1200,2014-04-02,Ede-Wageningen,Ede-Wageningen,Ede-Wag,ED,stationV2
8400212,KNOOPPUNT_INTERCITY_STATION,8400212,ES,212,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}]",[],True,True,True,NL,52.2224998474121,6.8899998664856,525,1200,2021-06-21,Enschede,Enschede,Enschede,ES,stationV2
8400258,KNOOPPUNT_INTERCITY_STATION,8400258,GD,258,"[{'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '5'}, {'spoorNummer': '8'}, {'spoorNummer': '10'}, {'spoorNummer': '11'}]",[],True,True,True,NL,52.0175018310547,4.70444440841675,525,1200,2016-12-11,Gouda,Gouda,Gouda,GD,stationV2
8400263,KNOOPPUNT_INTERCITY_STATION,8400263,GN,263,"[{'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '4b'}, {'spoorNummer': '5a'}, {'spoorNummer': '6a'}, {'spoorNummer': '6b'}, {'spoorNummer': '7'}]",[],True,True,True,NL,53.2105560302734,6.56472206115723,525,1200,2014-04-02,Groningen,Groningen,Groningen,GN,stationV2
8400285,KNOOPPUNT_INTERCITY_STATION,8400285,HLM,285,"[{'spoorNummer': '1'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}, {'spoorNummer': '6a'}, {'spoorNummer': '6b'}, {'spoorNummer': '8'}]",[],True,True,True,NL,52.3877792358398,4.63833332061768,525,1200,2015-03-18,Haarlem,Haarlem,Haarlem,HLM,stationV2
8400307,KNOOPPUNT_INTERCITY_STATION,8400307,HRL,307,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}]",[],True,True,True,NL,50.8908348083496,5.97499990463257,525,1200,2022-01-01,Heerlen,Heerlen,Heerlen,HRL,stationV2
8400313,KNOOPPUNT_INTERCITY_STATION,8400313,HM,313,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.4755554199219,5.66194438934326,525,1600,2011-05-01,Helmond,Helmond,Helmond,HM,stationV2
8400316,KNOOPPUNT_INTERCITY_STATION,8400316,HGL,316,"[{'spoorNummer': '2'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '11'}]",[],True,True,True,NL,52.2616653442383,6.79388904571533,525,1200,2022-01-06,Hengelo,Hengelo,Hengelo,HGL,stationV2
8400322,KNOOPPUNT_INTERCITY_STATION,8400322,HVS,322,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}]",[],True,True,True,NL,52.2258338928223,5.18194437026978,525,1200,2022-01-06,Hilversum,Hilversum,Hilversum,HVS,stationV2
8400337,KNOOPPUNT_INTERCITY_STATION,8400337,HN,337,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,52.6447219848633,5.05555534362793,525,1200,1994-12-01,Hoorn,Hoorn,Hoorn,HN,stationV2
8400387,KNOOPPUNT_INTERCITY_STATION,8400387,LW,387,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6b'}, {'spoorNummer': '8'}]",['Ljouwert'],True,True,True,NL,53.1958351135254,5.79222202301025,525,1200,2014-04-02,Leeuwarden,Leeuwarden,Leeuwarden,LW,stationV2
8400390,KNOOPPUNT_INTERCITY_STATION,8400390,LEDN,390,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '5'}, {'spoorNummer': '5a'}, {'spoorNummer': '5b'}, {'spoorNummer': '8'}, {'spoorNummer': '8a'}, {'spoorNummer': '8b'}, {'spoorNummer': '9'}, {'spoorNummer': '9a'}, {'spoorNummer': '9b'}]","['Leiden CS', 'Leiden']",True,True,True,NL,52.1661109924316,4.48166656494141,525,1600,2011-05-01,Leiden Centraal,Leiden C.,Leiden C,LEDN,stationV2
8400394,KNOOPPUNT_INTERCITY_STATION,8400394,LLS,394,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.5077781677246,5.47277784347534,525,1200,2012-12-09,Lelystad Centrum,Lelystad C.,Lelystad C,LLS,stationV2
8400424,KNOOPPUNT_INTERCITY_STATION,8400424,MT,424,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '5a'}, {'spoorNummer': '5b'}, {'spoorNummer': '6'}]",[],True,True,True,NL,50.8502769470215,5.70555543899536,525,1200,2022-01-01,Maastricht,Maastricht,Maastricht,MT,stationV2
8400470,KNOOPPUNT_INTERCITY_STATION,8400470,NM,470,"[{'spoorNummer': '1'}, {'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '35'}]",[],True,True,True,NL,51.8436126708984,5.85222244262695,525,1200,2019-10-02,Nijmegen,Nijmegen,Nijmegen,NM,stationV2
8400495,KNOOPPUNT_INTERCITY_STATION,8400495,O,495,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.7655563354492,5.53222227096558,525,1600,2011-05-01,Oss,Oss,Oss,O,stationV2
8400523,KNOOPPUNT_INTERCITY_STATION,8400523,RM,523,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}]",[],True,True,True,NL,51.1930541992188,5.9941668510437,525,1200,2022-01-01,Roermond,Roermond,Roermond,RM,stationV2
8400526,KNOOPPUNT_INTERCITY_STATION,8400526,RSD,526,"[{'spoorNummer': '1'}, {'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}]",[],True,True,True,NL,51.5402793884277,4.45833349227905,525,1200,2018-04-09,Roosendaal,Roosendaal,Roosendaal,RSD,stationV2
8400564,KNOOPPUNT_INTERCITY_STATION,8400564,STD,564,"[{'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '2'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '20'}]",[],True,True,True,NL,51.0016670227051,5.85861110687256,525,1200,2022-01-01,Sittard,Sittard,Sittard,STD,stationV2
8400597,KNOOPPUNT_INTERCITY_STATION,8400597,TB,597,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,51.5605545043945,5.08361101150513,525,1200,2015-03-18,Tilburg,Tilburg,Tilburg,TB,stationV2
8400644,KNOOPPUNT_INTERCITY_STATION,8400644,VL,644,"[{'spoorNummer': '1'}, {'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}, {'spoorNummer': '4'}, {'spoorNummer': '4a'}, {'spoorNummer': '4b'}, {'spoorNummer': '6'}]",[],True,True,True,NL,51.3636093139648,6.17277765274048,525,1000,2016-12-11,Venlo,Venlo,Venlo,VL,stationV2
8400652,KNOOPPUNT_INTERCITY_STATION,8400652,VS,652,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,51.4458351135254,3.59527778625488,525,1200,2011-05-01,Vlissingen,Vlissingen,Vlissingen,VS,stationV2
8400731,KNOOPPUNT_INTERCITY_STATION,8400731,ZD,731,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}]",[],True,True,True,NL,52.4388885498047,4.81361103057861,525,1200,2011-05-01,Zaandam,Zaandam,Zaandam,ZD,stationV2
8400744,KNOOPPUNT_INTERCITY_STATION,8400744,ZP,744,"[{'spoorNummer': '1'}, {'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '2'}, {'spoorNummer': '2a'}, {'spoorNummer': '2b'}, {'spoorNummer': '3'}]",[],True,True,True,NL,52.1452789306641,6.19416666030884,525,1200,2014-04-02,Zutphen,Zutphen,Zutphen,ZP,stationV2
8400747,KNOOPPUNT_INTERCITY_STATION,8400747,ZL,747,"[{'spoorNummer': '1'}, {'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}, {'spoorNummer': '5'}, {'spoorNummer': '6'}, {'spoorNummer': '7'}, {'spoorNummer': '8'}, {'spoorNummer': '9'}, {'spoorNummer': '10'}, {'spoorNummer': '12'}, {'spoorNummer': '13'}, {'spoorNummer': '14'}, {'spoorNummer': '15'}, {'spoorNummer': '16'}]",[],True,True,True,NL,52.5047225952148,6.09194421768188,525,1200,2017-12-10,Zwolle,Zwolle,Zwolle,ZL,stationV2
8400057,INTERCITY_STATION,8400057,ASA,57,"[{'spoorNummer': '1'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.3466682434082,4.91777801513672,260,1200,2011-05-01,Amsterdam Amstel,Amstel,Amstel,ASA,stationV2
8400061,INTERCITY_STATION,8400061,ASDZ,61,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.338889,4.872356,260,1200,2006-12-10,Amsterdam Zuid,Amsterdam Zuid,Amsterdm Z,ASDZ,stationV2
8400151,INTERCITY_STATION,8400151,CAS,151,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.5458335876465,4.65861129760742,260,1200,1990-01-01,Castricum,Castricum,Castricum,CAS,stationV2
8400311,INTERCITY_STATION,8400311,HDR,311,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,52.9552764892578,4.76111125946045,260,1200,2016-06-08,Den Helder,Den Helder,Den Helder,HDR,stationV2
8400176,INTERCITY_STATION,8400176,DR,176,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.0449981689453,6.10305547714233,525,1600,1999-05-30,Dieren,Dieren,Dieren,DR,stationV2
8400218,INTERCITY_STATION,8400218,ETN,218,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.5750007629395,4.63583326339722,260,1600,2011-05-01,Etten-Leur,Etten-Leur,Etten-Leur,ETN,stationV2
8400302,INTERCITY_STATION,8400302,HAD,302,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.3591651916504,4.60666656494141,200,1200,2011-05-01,Heemstede-Aerdenhout,Heemstede-A.,Heemstede,HAD,stationV2
8400305,INTERCITY_STATION,8400305,HR,305,"[{'spoorNummer': '2'}, {'spoorNummer': '3'}]",['It Hearrenfean'],True,True,True,NL,52.9613876342773,5.91416645050049,260,1600,2003-02-20,Heerenveen,Heerenveen,Heerenveen,HR,stationV2
8400486,INTERCITY_STATION,8400486,OST,486,"[{'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,52.3347206115723,6.11305570602417,200,1600,2005-01-01,Olst,Olst,Olst,OST,stationV2
8400507,INTERCITY_STATION,8400507,RTA,507,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.9519462585449,4.55361127853394,260,1600,2007-12-09,Rotterdam Alexander,Alexander,Alexander,RTA,stationV2
8400578,INTERCITY_STATION,8400578,SWK,578,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.7915109924316,6.11455576324463,300,1600,2005-01-01,Steenwijk,Steenwijk,Steenwijk,SWK,stationV2
8400684,INTERCITY_STATION,8400684,WT,684,"[{'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '3a'}, {'spoorNummer': '3b'}]",[],True,True,True,NL,51.2486114501953,5.70361089706421,260,1200,2011-05-01,Weert,Weert,Weert,WT,stationV2
8400711,INTERCITY_STATION,8400711,WH,711,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.3902778625488,6.1405553817749,200,1600,2005-01-01,Wijhe,Wijhe,Wijhe,WH,stationV2
8400139,KNOOPPUNT_SNELTREIN_STATION,8400139,BP,139,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",['Bûtenpost'],True,True,True,NL,53.2564547,6.1446496,525,1200,2020-09-01,Buitenpost,Buitenpost,Buitenpost,BP,stationV2
8400153,KNOOPPUNT_SNELTREIN_STATION,8400153,CO,153,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.6636123657227,6.73555564880371,525,1600,2020-05-13,Coevorden,Coevorden,Coevorden,CO,stationV2
8400428,KNOOPPUNT_SNELTREIN_STATION,8400428,MRB,428,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,52.5094451904297,6.57527780532837,260,1200,2020-05-13,Mariënberg,Mariënberg,Mariënberg,MRB,stationV2
8400487,KNOOPPUNT_SNELTREIN_STATION,8400487,OMN,487,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.5094451904297,6.41583347320557,525,1600,2020-05-13,Ommen,Ommen,Ommen,OMN,stationV2
8400632,KNOOPPUNT_SNELTREIN_STATION,8400632,VK,632,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,50.8697204589844,5.83222198486328,525,1200,2022-01-01,Valkenburg,Valkenburg,Valkenburg,VK,stationV2
8400167,SNELTREIN_STATION,8400167,DL,167,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.4983329772949,6.25861120223999,200,1600,2020-05-13,Dalfsen,Dalfsen,Dalfsen,DL,stationV2
8400208,SNELTREIN_STATION,8400208,EMN,208,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.7900009155273,6.89944458007812,200,1600,2020-05-13,Emmen,Emmen,Emmen,EMN,stationV2
8400407,SNELTREIN_STATION,8400093,EMNZ,407,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.7488663746914,6.87478065490722,200,1200,2020-05-13,Emmen Zuid,Emmen Zuid,Emmen Z,EMNZ,stationV2
8400293,SNELTREIN_STATION,8400293,HDB,293,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.5727767944336,6.62861108779907,200,1600,2020-05-13,Hardenberg,Hardenberg,Hardenberg,HDB,stationV2
8400434,SNELTREIN_STATION,8400434,MES,434,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,50.882879392551,5.75099945068359,200,1200,2022-01-01,Meerssen,Meerssen,Meerssen,MES,stationV2
8400454,SNELTREIN_STATION,8400454,NA,454,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.7186126708984,6.84861087799072,200,1600,2020-05-13,Nieuw Amsterdam,Nw. Amsterdam,Nw A'dam,NA,stationV2
8400074,KNOOPPUNT_STOPTREIN_STATION,8400074,ASB,74,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '6'}, {'spoorNummer': '7'}, {'spoorNummer': '8'}]",[],True,True,True,NL,52.3122215270996,4.94694423675537,260,1200,2011-05-01,Amsterdam Bijlmer ArenA,Bijlmer ArenA,Bijlmer A,ASB,stationV2
