UICCode,stationType,EVACode,code,cdCode,sporen,synoniemen,heeftFaciliteiten,heeftVertrektijden,heeftReisassistentie,land,lat,lng,radius,naderenRadius,ingangsDatum,namen.lang,namen.middel,namen.kort,nearbyMeLocationId.value,nearbyMeLocationId.type
8400480,STOPTREIN_STATION,8400480,OBD,480,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.6780548095703,4.90722227096558,200,1200,1995-01-01,Obdam,Obdam,Obdam,OBD,stationV2
8400482,STOPTREIN_STATION,8400482,OT,482,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.5822219848633,5.19416666030884,200,1200,1990-01-01,Oisterwijk,Oisterwijk,Oisterwijk,OT,stationV2
8400483,STOPTREIN_STATION,8400483,ODZ,483,"[{'spoorNummer': '1'}, {'spoorNummer': '1a'}, {'spoorNummer': '1b'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.3063888549805,6.93472242355347,200,1200,2020-05-13,Oldenzaal,Oldenzaal,Oldenzaal,ODZ,stationV2
8400489,STOPTREIN_STATION,8400489,OTB,489,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.9949989318848,5.84000015258789,200,1200,1990-01-01,Oosterbeek,Oosterbeek,Oosterbeek,OTB,stationV2
8400494,STOPTREIN_STATION,8400494,OP,494,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.9261615,5.6371145,200,1200,2020-05-13,Opheusden,Opheusden,Opheusden,OP,stationV2
8400496,STOPTREIN_STATION,8400496,OW,496,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.758056640625,5.50555562973022,200,1200,2011-05-01,Oss West,Oss West,Oss W,OW,stationV2
8400498,STOPTREIN_STATION,8400498,ODB,498,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,51.587776184082,4.53333330154419,200,1200,2011-05-01,Oudenbosch,Oudenbosch,Oudenbosch,ODB,stationV2
8400501,STOPTREIN_STATION,8400501,OVN,501,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.3911094665527,4.6061110496521,200,1200,2011-05-01,Overveen,Overveen,Overveen,OVN,stationV2
8400506,STOPTREIN_STATION,8400506,PMO,506,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.5113906860352,4.96833324432373,200,1200,1990-01-01,Purmerend Overwhere,Overwhere,Overwhere,PMO,stationV2
8400499,STOPTREIN_STATION,8400046,PMW,499,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,False,NL,52.4965906325416,4.93562936782836,200,1200,2007-12-09,Purmerend Weidevenne,Weidevenne,Weidevenne,PMW,stationV2
8400509,STOPTREIN_STATION,8400509,PT,509,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.2649993896484,5.57527780532837,200,1200,1990-01-01,Putten,Putten,Putten,PT,stationV2
8400513,STOPTREIN_STATION,8400513,RAT,513,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.3916664123535,6.27750015258789,200,1200,2020-05-13,Raalte,Raalte,Raalte,RAT,stationV2
8400515,STOPTREIN_STATION,8400515,RVS,515,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.7941665649414,5.63583326339722,200,1200,2011-05-01,Ravenstein,Ravenstein,Ravenstein,RVS,stationV2
8400518,STOPTREIN_STATION,8400518,RV,518,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.2832191665301,6.07895851135253,200,1200,2020-05-13,Reuver,Reuver,Reuver,RV,stationV2
8400519,STOPTREIN_STATION,8400519,RH,519,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.0101,6.0314,260,1600,1990-01-01,Rheden,Rheden,Rheden,RH,stationV2
8400538,STOPTREIN_STATION,8400538,RSN,538,"[{'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,52.3122215270996,6.52027797698975,200,1600,2015-09-30,Rijssen,Rijssen,Rijssen,RSN,stationV2
8400505,STOPTREIN_STATION,8400505,RSW,505,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.039722442627,4.31916666030884,200,1200,2011-05-01,Rijswijk,Rijswijk,Rijswijk,RSW,stationV2
8400521,STOPTREIN_STATION,8400521,RB,521,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.422779083252,4.16111087799072,250,1200,2011-05-01,Rilland-Bath,Rilland-Bath,Rilland-Ba,RB,stationV2
8400525,STOPTREIN_STATION,8400525,RD,525,[{'spoorNummer': '1'}],[],True,True,True,NL,53.421262,6.7587,200,1200,2020-09-01,Roodeschool,Roodeschool,Roodeschl,RD,stationV2
8400524,STOPTREIN_STATION,8400524,RS,524,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.7147216796875,5.36805534362793,200,1200,2011-05-01,Rosmalen,Rosmalen,Rosmalen,RS,stationV2
8400529,STOPTREIN_STATION,8400529,RTB,529,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,51.9202766418457,4.48888874053955,200,1200,2011-05-01,Rotterdam Blaak,Blaak,Blaak,RTB,stationV2
8400542,STOPTREIN_STATION,8400542,RLB,542,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,51.8800010681152,4.53138875961304,200,1200,2011-05-01,Rotterdam Lombardijen,Lombardijen,Lombardije,RLB,stationV2
8400531,STOPTREIN_STATION,8400531,RTN,531,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,False,NL,51.9422225952148,4.48166656494141,200,1200,2007-12-09,Rotterdam Noord,Rotterdam Noord,Rotterdm N,RTN,stationV2
8400533,STOPTREIN_STATION,8400533,RTZ,533,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,51.9044456481934,4.51027774810791,200,1200,2011-05-01,Rotterdam Zuid,Rotterdam Zuid,Rotterdm Z,RTZ,stationV2
8400537,STOPTREIN_STATION,8400537,RL,537,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.0810888,6.4492656,200,1200,2020-05-13,Ruurlo,Ruurlo,Ruurlo,RL,stationV2
8400543,STOPTREIN_STATION,8400543,SPTN,543,"[{'spoorNummer': '1'}, {'spoorNummer': '3'}]",[],True,True,True,NL,52.4338874816895,4.63250017166138,200,1200,2011-05-01,Santpoort Noord,Santpoort Noord,Santprt N,SPTN,stationV2
8400544,STOPTREIN_STATION,8400544,SPTZ,544,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.4197235107422,4.63138866424561,200,1200,2011-05-01,Santpoort Zuid,Santpoort Zuid,Santprt Z,SPTZ,stationV2
8400603,STOPTREIN_STATION,8400102,SSH,603,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.215278,4.517222,200,1200,2011-12-11,Sassenheim,Sassenheim,Sassenheim,SSH,stationV2
8400547,STOPTREIN_STATION,8400547,SWD,547,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,53.29113,6.5404,200,1200,2020-09-01,Sauwerd,Sauwerd,Sauwerd,SWD,stationV2
8400549,STOPTREIN_STATION,8400549,SGN,549,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,52.7844429016113,4.80527782440186,200,1200,1990-01-01,Schagen,Schagen,Schagen,SGN,stationV2
8400551,STOPTREIN_STATION,8400551,SDA,551,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,53.1655362,6.9777775,200,1200,2020-09-01,Scheemda,Scheemda,Scheemda,SDA,stationV2
8400553,STOPTREIN_STATION,8400553,SDM,553,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '5'}]",[],True,True,True,NL,51.9212438128032,4.4089937210083,200,1200,2017-04-01,Schiedam Centrum,Schiedam C.,Schiedam C,SDM,stationV2
8400555,STOPTREIN_STATION,8400555,SOG,555,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,50.856388092041,5.87222242355347,200,1200,2022-01-01,Schin op Geul,Schin op Geul,Schin op G,SOG,stationV2
8400554,STOPTREIN_STATION,8400554,SN,554,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,50.9391670227051,5.87444448471069,200,1200,2022-01-01,Schinnen,Schinnen,Schinnen,SN,stationV2
8400565,STOPTREIN_STATION,8400565,SDT,565,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.8297233581543,4.77833318710327,200,1200,2020-05-13,Sliedrecht,Sliedrecht,Sliedrecht,SDT,stationV2
8400497,STOPTREIN_STATION,8400101,SDTB,497,[{'spoorNummer': '1'}],[],True,True,True,NL,51.829722,4.743333,200,1200,2020-05-13,Sliedrecht Baanhoek,Baanhoek,Baanhoek,SDTB,stationV2
8400574,STOPTREIN_STATION,8400574,SKND,574,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",['Snits Noard'],True,True,True,NL,53.0409319,5.6631808,200,1200,2020-09-01,Sneek Noord,Sneek Noord,Sneek N,SKND,stationV2
8400571,STOPTREIN_STATION,8400571,STZ,571,[{'spoorNummer': '1'}],[],True,True,True,NL,52.1652793884277,5.30305576324463,200,1200,1990-01-01,Soest Zuid,Soest Zuid,Soest Z,STZ,stationV2
8400569,STOPTREIN_STATION,8400569,SD,569,[{'spoorNummer': '1'}],[],True,True,True,NL,52.1836128234863,5.30000019073486,200,1200,1990-01-01,Soestdijk,Soestdijk,Soestdijk,SD,stationV2
8400572,STOPTREIN_STATION,8400572,SBK,572,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,50.94327,5.850529,200,1200,2022-01-01,Spaubeek,Spaubeek,Spaubeek,SBK,stationV2
8400575,STOPTREIN_STATION,8400575,STV,575,[{'spoorNummer': '1'}],['Starum'],True,True,True,NL,52.8865535,5.3600212,200,1200,2020-09-01,Stavoren,Stavoren,Stavoren,STV,stationV2
8400576,STOPTREIN_STATION,8400576,STM,576,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,53.3262092,6.6875551,200,1200,2020-09-01,Stedum,Stedum,Stedum,STM,stationV2
8400582,STOPTREIN_STATION,8400582,SRN,582,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.0613899230957,5.86305570602417,200,1200,2022-01-01,Susteren,Susteren,Susteren,SRN,stationV2
8400583,STOPTREIN_STATION,8400583,SM,583,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.23582,6.03228,200,1200,2020-05-13,Swalmen,Swalmen,Swalmen,SM,stationV2
8400591,STOPTREIN_STATION,8400591,TG,591,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.33894,6.14253,200,1200,2020-05-13,Tegelen,Tegelen,Tegelen,TG,stationV2
8400592,STOPTREIN_STATION,8400592,TBG,592,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.9224549,6.3642466,200,1200,2020-05-13,Terborg,Terborg,Terborg,TBG,stationV2
8400600,STOPTREIN_STATION,8400036,TPSW,600,[{'spoorNummer': '1'}],[],True,True,True,NL,51.8738899230957,5.39222240447998,200,1200,2007-04-16,Tiel Passewaaij,Passewaaij,Passewaaij,TPSW,stationV2
8400598,STOPTREIN_STATION,8400021,TBR,598,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,False,NL,51.5736122131348,4.99444437026978,200,1200,2003-12-14,Tilburg Reeshof,Reeshof,Reeshof,TBR,stationV2
8400594,STOPTREIN_STATION,8400594,TBU,594,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,51.564985,5.051778,300,500,2010-12-12,Tilburg Universiteit,Tilburg Uni.,Tilburg Un,TBU,stationV2
8400599,STOPTREIN_STATION,8400037,TWL,599,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.2377777099609,6.09861087799072,200,1600,2006-12-10,Twello,Twello,Twello,TWL,stationV2
8400617,STOPTREIN_STATION,8400617,UHZ,617,[{'spoorNummer': '1'}],[],True,True,True,NL,53.4099568,6.6748869,200,1200,2020-09-01,Uithuizen,Uithuizen,Uithuizen,UHZ,stationV2
8400618,STOPTREIN_STATION,8400618,UHM,618,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,53.4145845,6.7202975,200,1200,2020-09-01,Uithuizermeeden,Uithuizermeeden,Uithuizerm,UHM,stationV2
8400619,STOPTREIN_STATION,8400619,UST,619,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,53.4014742,6.6093776,200,1200,2020-09-01,Usquert,Usquert,Usquert,UST,stationV2
8400607,STOPTREIN_STATION,8400607,UTLR,607,"[{'spoorNummer': '1'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.09896,5.06523,200,1200,2018-05-16,Utrecht Leidsche Rijn,Leidsche Rijn,LeidscheRn,UTLR,stationV2
8400623,STOPTREIN_STATION,8400623,UTLN,623,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.0655555725098,5.14416646957397,200,1200,2016-06-08,Utrecht Lunetten,Lunetten,Lunetten,UTLN,stationV2
8400624,STOPTREIN_STATION,8400027,UTM,624,[{'spoorNummer': '2'}],['Spoorwegmuseum'],True,False,True,NL,52.087776184082,5.13138866424561,200,1200,2023-10-18,Utrecht Maliebaan,Maliebaan,Maliebaan,UTM,stationV2
8400614,STOPTREIN_STATION,8400022,UTT,614,"[{'spoorNummer': '1'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.1000753,5.0439547,200,1200,2003-12-14,Utrecht Terwijde,Terwijde,Terwijde,UTT,stationV2
8400613,STOPTREIN_STATION,8400039,UTZL,613,"[{'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,False,NL,52.103055,5.09,200,1200,2008-01-01,Utrecht Zuilen,Zuilen,Zuilen,UTZL,stationV2
8400635,STOPTREIN_STATION,8400635,VSV,635,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.937257,6.458839,200,1200,2020-05-13,Varsseveld,Varsseveld,Varsseveld,VSV,stationV2
8400628,STOPTREIN_STATION,8400628,VNDW,628,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.0280570983887,5.53138875961304,200,1200,1990-01-01,Veenendaal West,Veenendaal West,Veenendl W,VNDW,stationV2
8400637,STOPTREIN_STATION,8400637,KLP,637,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.0458335876465,5.57388877868652,300,1200,1990-01-01,Veenendaal-De Klomp,De Klomp,De Klomp,KLP,stationV2
8400640,STOPTREIN_STATION,8400640,VP,640,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,False,NL,51.9947204589844,5.98027801513672,200,1600,1990-01-01,Velp,Velp,Velp,VP,stationV2
8400647,STOPTREIN_STATION,8400647,VLB,647,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.59193,5.99714,200,1200,2020-05-13,Vierlingsbeek,Vierlingsbeek,Vierlingsb,VLB,stationV2
8400651,STOPTREIN_STATION,8400651,VTN,651,"[{'spoorNummer': '1'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.103056,5.007404,200,1200,2011-05-01,Vleuten,Vleuten,Vleuten,VTN,stationV2
8400653,STOPTREIN_STATION,8400653,VSS,653,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.4647216796875,3.59527778625488,250,1200,2011-05-01,Vlissingen Souburg,Souburg,Souburg,VSS,stationV2
8400656,STOPTREIN_STATION,8400656,VDL,656,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,50.8872222900391,5.93027782440186,200,1200,2022-01-01,Voerendaal,Voerendaal,Voerendaal,VDL,stationV2
8400658,STOPTREIN_STATION,8400658,VB,658,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,False,NL,52.0666656494141,4.3594446182251,200,1200,2011-05-01,Voorburg,Voorburg,Voorburg,VB,stationV2
8400655,STOPTREIN_STATION,8400655,VH,655,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.2244453430176,4.4844446182251,200,1200,2011-05-01,Voorhout,Voorhout,Voorhout,VH,stationV2
8400659,STOPTREIN_STATION,8400659,VST,659,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.1252784729004,4.43249988555908,200,1200,2011-05-01,Voorschoten,Voorschoten,Voorschtn,VST,stationV2
8400668,STOPTREIN_STATION,8400038,VEM,668,[{'spoorNummer': '1'}],[],True,True,True,NL,52.1575012207031,6.14361095428467,200,1200,2020-05-13,Voorst-Empe,Voorst-Empe,Voorst-E,VEM,stationV2
8400661,STOPTREIN_STATION,8400661,VD,661,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.1071949,6.3170457,200,1200,2020-05-13,Vorden,Vorden,Vorden,VD,stationV2
8400664,STOPTREIN_STATION,8400664,VZ,664,[{'spoorNummer': '1'}],[],True,True,True,NL,52.40203,6.60041,200,1200,2020-05-13,Vriezenveen,Vriezenveen,Vriezenvn,VZ,stationV2
8400666,STOPTREIN_STATION,8400666,VHP,666,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.4571921,6.5696679,200,1200,2020-05-13,Vroomshoop,Vroomshoop,Vroomshoop,VHP,stationV2
8400667,STOPTREIN_STATION,8400667,VG,667,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,False,NL,51.6555557250977,5.29194450378418,200,1200,2011-05-01,Vught,Vught,Vught,VG,stationV2
8400675,STOPTREIN_STATION,8400675,WAD,675,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.0441665649414,4.6497220993042,200,1200,2016-12-11,Waddinxveen,Waddinxveen,Waddinxvn,WAD,stationV2
8400674,STOPTREIN_STATION,8400674,WADN,674,[{'spoorNummer': '1'}],[],True,True,True,NL,52.0550003051758,4.64833354949951,200,1200,2016-12-11,Waddinxveen Noord,Waddinxveen N.,Waddinxv N,WADN,stationV2
8400677,STOPTREIN_STATION,8400677,WADT,677,[{'spoorNummer': '1'}],[],True,True,True,NL,52.02725,4.6491,200,1200,2018-02-12,Waddinxveen Triangel,Triangel,Triangel,WADT,stationV2
8400679,STOPTREIN_STATION,8400679,WFM,679,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,53.3908431,6.5671364,200,1200,2020-09-01,Warffum,Warffum,Warffum,WFM,stationV2
8400686,STOPTREIN_STATION,8400686,WL,686,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.9578065,6.213844,200,1200,2020-05-13,Wehl,Wehl,Wehl,WL,stationV2
8400688,STOPTREIN_STATION,8400103,WTV,688,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.96286,5.9695,200,1200,2020-05-13,Westervoort,Westervoort,Westervrt,WTV,stationV2
8400690,STOPTREIN_STATION,8400690,WZ,690,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.4541664123535,6.00250005722046,200,1200,1990-01-01,Wezep,Wezep,Wezep,WZ,stationV2
8400710,STOPTREIN_STATION,8400710,WC,710,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,51.8116683959961,5.73083353042603,200,1200,2011-05-01,Wijchen,Wijchen,Wijchen,WC,stationV2
8400697,STOPTREIN_STATION,8400697,WSM,697,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,53.3300994,6.5202905,200,1200,2020-09-01,Winsum,Winsum,Winsum,WSM,stationV2
8400700,STOPTREIN_STATION,8400013,WWW,700,[{'spoorNummer': '1'}],[],True,True,True,NL,51.97453,6.70417,200,1200,2020-05-13,Winterswijk West,Winterswijk West,Wintersw W,WWW,stationV2
8400704,STOPTREIN_STATION,8400704,WF,704,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,False,NL,52.0055541992188,5.7936110496521,200,1200,1990-01-01,Wolfheze,Wolfheze,Wolfheze,WF,stationV2
8400705,STOPTREIN_STATION,8400705,WV,705,"[{'spoorNummer': '2'}, {'spoorNummer': '3'}]",['Wolvege'],True,True,True,NL,52.8808326721191,6.00361108779907,200,1600,1990-01-01,Wolvega,Wolvega,Wolvega,WV,stationV2
8400706,STOPTREIN_STATION,8400706,WK,706,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",['Warkum'],True,True,True,NL,52.9724864,5.4564285,200,1200,2020-09-01,Workum,Workum,Workum,WK,stationV2
8400707,STOPTREIN_STATION,8400707,WM,707,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,52.4891662597656,4.79222202301025,200,1200,1990-01-01,Wormerveer,Wormerveer,Wormerveer,WM,stationV2
8400728,STOPTREIN_STATION,8400728,ZDK,728,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.4566650390625,4.82027769088745,200,1200,2011-05-01,Zaandam Kogerveld,Kogerveld,Kogerveld,ZDK,stationV2
8400732,STOPTREIN_STATION,8400732,ZBM,732,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.8088874816895,5.26333332061768,200,1200,1990-01-01,Zaltbommel,Zaltbommel,Zaltbommel,ZBM,stationV2
8400733,STOPTREIN_STATION,8400733,ZVT,733,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.3752784729004,4.53277778625488,200,1200,2015-03-18,Zandvoort aan Zee,Zandvoort,Zandvoort,ZVT,stationV2
8400734,STOPTREIN_STATION,8400734,ZA,734,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.920056,5.7228408,200,1200,2020-05-13,Zetten-Andelst,Zetten-Andelst,Zetten-And,ZA,stationV2
8400737,STOPTREIN_STATION,8400737,ZVB,737,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,51.64042,4.60904,200,1200,2011-05-01,Zevenbergen,Zevenbergen,Zevenbergn,ZVB,stationV2
8400740,STOPTREIN_STATION,8400740,ZTMO,740,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}]",[],True,True,True,NL,52.0463905334473,4.49277782440186,200,1200,2011-05-01,Zoetermeer Oost,Zoetermeer Oost,Zoetermr O,ZTMO,stationV2
8400743,STOPTREIN_STATION,8400743,ZH,743,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}]",[],True,True,True,NL,53.2486292,6.4062361,200,1200,2020-09-01,Zuidhorn,Zuidhorn,Zuidhorn,ZH,stationV2
8400752,STOPTREIN_STATION,8400752,ZWD,752,"[{'spoorNummer': '1'}, {'spoorNummer': '2'}, {'spoorNummer': '3'}, {'spoorNummer': '4'}]",[],True,True,True,NL,51.814998626709,4.64166688919067,200,1200,2011-05-01,Zwijndrecht,Zwijndrecht,Zwijndrcht,ZWD,stationV2
8400746,STOPTREIN_STATION,8400746,ZLSH,746,[{'spoorNummer': '1'}],[],True,True,True,NL,52.52764,6.05146,200,1200,2020-05-13,Zwolle Stadshagen,Stadshagen,Stadshagen,ZLSH,stationV2
